,eta,Va
0,0.0,0.9999927871877223
1,0.05263157894736842,0.9871173075185423
2,0.10526315789473684,0.9613316387388666
3,0.15789473684210525,0.9256078268851055
4,0.21052631578947367,0.7936993474908984
5,0.2631578947368421,0.8146290884853633
6,0.3157894736842105,0.7621068162122078
7,0.3684210526315789,0.6773031002733911
8,0.42105263157894735,0.5576756915858958
9,0.47368421052631576,0.4305659781840641
10,0.5263157894736842,0.155461723498604
11,0.5789473684210527,0.28416334770789975
12,0.631578947368421,0.30426567324231796
13,0.6842105263157894,0.14266776881833257
14,0.7368421052631579,0.1565846888570511
15,0.7894736842105263,0.06033594142116433
16,0.8421052631578947,0.1194564306409489
17,0.894736842105263,0.09887134760156849
18,0.9473684210526315,0.14269520596029936
19,1.0,0.2723137016693139
